accession_id,virus_name,collection_date
EPI_ISL_779346,hCoV-19/USA/WI-UW-2514/2020,2020-12-30
EPI_ISL_872821,hCoV-19/USA/WI-UW-2887/2021,2021-01-11
EPI_ISL_779371,hCoV-19/USA/WI-UW-2541/2020,2020-12-28
EPI_ISL_886599,hCoV-19/USA/IL-CDC-LC0005262/2021,2021-01-08
EPI_ISL_936690,hCoV-19/USA/IL-NM-4843/2020,2020-12-19
EPI_ISL_936594,hCoV-19/USA/IL-NM-2452/2020,2020-10-30
EPI_ISL_937004,hCoV-19/USA/IL-NM-5972/2021,2021-01-09
EPI_ISL_1139588,hCoV-19/USA/IL-CDC-22052858/2021,2021-02-15
EPI_ISL_1159640,hCoV-19/USA/IL-CDC-22054881/2021,2021-02-15
EPI_ISL_936618,hCoV-19/USA/IL-NM-3635/2020,2020-11-16
EPI_ISL_708262,hCoV-19/USA/MI-MDHHS-SC22429/2020,2020-11-18
EPI_ISL_1064393,hCoV-19/USA/MN-MDH-2836/2021,2021-02-02
EPI_ISL_728486,hCoV-19/USA/MI-UM-10036871836/2020,2020-11-10
EPI_ISL_826397,hCoV-19/USA/MI-UM-10036879047/2020,2020-11-10
EPI_ISL_873152,hCoV-19/USA/MI-UM-10036802936/2020,2020-11-05
EPI_ISL_1113883,hCoV-19/USA/TX-CDC-21988760/2021,2021-02-11
EPI_ISL_1077877,hCoV-19/USA/TX-HMH-MCoV-23347/2021,2021-01-12
EPI_ISL_967298,hCoV-19/USA/TX-CDC-STM-000001675/2021,2021-01-13
EPI_ISL_1094748,hCoV-19/USA/NE-CDC-2-3851602/2021,2021-01-20
EPI_ISL_1076069,hCoV-19/USA/TX-HMH-MCoV-21622/2021,2021-01-09
EPI_ISL_728462,hCoV-19/USA/MI-UM-10036832225/2020,2020-11-07
EPI_ISL_1058857,hCoV-19/USA/MI-MDHHS-SC23562/2021,2021-01-26
EPI_ISL_1118805,hCoV-19/USA/MI-UM-10037128765/2020,2020-11-25
EPI_ISL_888847,hCoV-19/USA/MI-MDHHS-SC23075/2020,2020-12-29
EPI_ISL_728442,hCoV-19/USA/MI-UM-10036834498/2020,2020-11-07
EPI_ISL_707823,hCoV-19/USA/MI-UM-10036784530/2020,2020-11-04
EPI_ISL_728379,hCoV-19/USA/MI-UM-10036825721/2020,2020-11-06
EPI_ISL_728393,hCoV-19/USA/MI-UM-10036801056/2020,2020-11-05
EPI_ISL_728401,hCoV-19/USA/MI-UM-10036820862/2020,2020-11-06
EPI_ISL_728427,hCoV-19/USA/MI-UM-10036819514/2020,2020-11-06
EPI_ISL_911824,hCoV-19/USA/MD-HP01500/2021,2021-01-07
EPI_ISL_873103,hCoV-19/USA/MI-UM-10037705977/2021,2021-01-06
EPI_ISL_707827,hCoV-19/USA/MI-UM-10036802414/2020,2020-11-05
EPI_ISL_1032105,hCoV-19/USA/GA-CDC-LC0009991/2021,2021-01-25
EPI_ISL_906212,hCoV-19/USA/WI-UW-3047/2021,2021-01-21
EPI_ISL_1016638,hCoV-19/USA/FL-CDC-STM-000008407/2021,2021-01-31
EPI_ISL_1134424,hCoV-19/USA/TX-CDC-STM-000012992/2021,2021-02-11
EPI_ISL_936596,hCoV-19/USA/IL-NM-2640/2020,2020-11-01
EPI_ISL_1139392,hCoV-19/USA/CA-CDC-22121901/2021,2021-02-10
EPI_ISL_936811,hCoV-19/USA/IL-NM-5200/2020,2020-12-26
EPI_ISL_1076607,hCoV-19/USA/TX-HMH-MCoV-22080/2021,2021-01-08
EPI_ISL_1076860,hCoV-19/USA/TX-HMH-MCoV-22332/2021,2021-01-10
EPI_ISL_1076835,hCoV-19/USA/TX-HMH-MCoV-22307/2021,2021-01-10
EPI_ISL_1089410,hCoV-19/USA/TX-CDC-STM-000011786/2021,2021-02-09
EPI_ISL_883511,hCoV-19/USA/AL-HGSC-JFQZ/2020,2020-12-01
EPI_ISL_876374,hCoV-19/USA/AL-Madison-JENS/2020,2020-11-10
EPI_ISL_883685,hCoV-19/USA/AL-HGSC-JGAE/2020,2020-12-03
EPI_ISL_876411,hCoV-19/USA/AL-Madison-JELH/2020,2020-11-07
EPI_ISL_876412,hCoV-19/USA/AL-Jackson-JELI/2020,2020-11-07
EPI_ISL_877461,hCoV-19/USA/AL-HGSC-JEZW/2020,2020-11-24
EPI_ISL_1097709,hCoV-19/USA/AL-HGSC-JIFG/2021,2021-02-09
EPI_ISL_883651,hCoV-19/USA/AL-HGSC-JFUC/2020,2020-12-03
EPI_ISL_1097711,hCoV-19/USA/AL-HGSC-JIFI/2021,2021-02-09
EPI_ISL_966989,hCoV-19/USA/LA-CDC-STM-000005478/2021,2021-01-27
EPI_ISL_877537,hCoV-19/USA/AL-HGSC-JFDE/2020,2020-11-27
EPI_ISL_883218,hCoV-19/USA/AL-Madison-JFLE/2020,2020-12-01
EPI_ISL_883797,hCoV-19/USA/AL-HGSC-JGEB/2020,2020-12-04
EPI_ISL_876413,hCoV-19/USA/AL-Madison-JELJ/2020,2020-11-07
EPI_ISL_877496,hCoV-19/USA/AL-HGSC-JFBH/2020,2020-11-24
EPI_ISL_883750,hCoV-19/USA/AL-HGSC-JFZE/2020,2020-12-03
EPI_ISL_883765,hCoV-19/USA/AL-HGSC-JFYS/2020,2020-12-03
EPI_ISL_1094707,hCoV-19/USA/AK-CDC-2-3829810/2021,2021-01-08
EPI_ISL_876383,hCoV-19/USA/AL-Madison-JEPC/2020,2020-11-10
EPI_ISL_1163184,hCoV-19/USA/MD-CDC-LC0014222/2021,2021-02-09
EPI_ISL_1097694,hCoV-19/USA/AL-HGSC-JIEP/2021,2021-02-06
EPI_ISL_883789,hCoV-19/USA/AL-HGSC-JGCN/2020,2020-12-04
EPI_ISL_884121,hCoV-19/USA/AL-HGSC-JGPP/2021,2021-01-05
EPI_ISL_883768,hCoV-19/USA/AL-HGSC-JGAG/2020,2020-12-03
EPI_ISL_877466,hCoV-19/USA/AL-HGSC-JFAB/2020,2020-11-24
EPI_ISL_876410,hCoV-19/USA/AL-Madison-JELG/2020,2020-11-07
EPI_ISL_876402,hCoV-19/USA/AL-Limestone-JELW/2020,2020-11-09
EPI_ISL_876404,hCoV-19/USA/AL-Limestone-JELY/2020,2020-11-09
EPI_ISL_877474,hCoV-19/USA/AL-HGSC-JFAJ/2020,2020-11-24
EPI_ISL_877530,hCoV-19/USA/AL-HGSC-JFCW/2020,2020-11-27
EPI_ISL_877549,hCoV-19/USA/AL-HGSC-JFDQ/2020,2020-11-27
EPI_ISL_883221,hCoV-19/USA/AL-Madison-JFMJ/2020,2020-12-01
EPI_ISL_883226,hCoV-19/USA/AL-Jackson-JFIL/2020,2020-11-28
EPI_ISL_883227,hCoV-19/USA/AL-Jackson-JFLK/2020,2020-12-01
EPI_ISL_883259,hCoV-19/USA/AL-Madison-JFKM/2020,2020-12-01
EPI_ISL_883503,hCoV-19/USA/AL-HGSC-JFRH/2020,2020-12-02
EPI_ISL_883510,hCoV-19/USA/AL-HGSC-JFRA/2020,2020-12-01
EPI_ISL_883513,hCoV-19/USA/AL-HGSC-JFQX/2020,2020-12-01
EPI_ISL_883580,hCoV-19/USA/AL-HGSC-JFMW/2020,2020-12-01
EPI_ISL_883598,hCoV-19/USA/AL-HGSC-JFRL/2020,2020-12-02
EPI_ISL_883631,hCoV-19/USA/AL-HGSC-JFTD/2020,2020-12-02
EPI_ISL_883641,hCoV-19/USA/AL-HGSC-JFTQ/2020,2020-12-02
EPI_ISL_883663,hCoV-19/USA/AL-HGSC-JFUP/2020,2020-12-02
EPI_ISL_883707,hCoV-19/USA/AL-HGSC-JFYQ/2020,2020-12-03
EPI_ISL_883752,hCoV-19/USA/AL-HGSC-JFZT/2020,2020-12-03
EPI_ISL_883814,hCoV-19/USA/AL-HGSC-JGCX/2020,2020-12-04
EPI_ISL_883821,hCoV-19/USA/AL-HGSC-JGEF/2020,2020-12-04
EPI_ISL_883545,hCoV-19/USA/AL-HGSC-JFPM/2020,2020-12-01
EPI_ISL_883131,hCoV-19/USA/AL-Madison-JFGJ/2020,2020-11-28
EPI_ISL_875949,hCoV-19/USA/AL-Limestone-JEFB/2020,2020-11-02
EPI_ISL_967799,hCoV-19/USA/TX-CDC-STM-000003560/2021,2021-01-17
EPI_ISL_677607,hCoV-19/USA/WI-UW-2204/2020,2020-10-22
EPI_ISL_803459,hCoV-19/USA/WI-WSLH-201219/2020,2020-10-22
EPI_ISL_906243,hCoV-19/USA/WI-UW-3035/2021,2021-01-19
EPI_ISL_677483,hCoV-19/USA/WI-UW-2078/2020,2020-10-18
EPI_ISL_983092,hCoV-19/USA/KY-KSPHL-100155/2021,2021-01-19
EPI_ISL_831551,hCoV-19/USA/WI-UW-2732/2021,2021-01-04
EPI_ISL_831521,hCoV-19/USA/WI-UW-2698/2021,2021-01-07
EPI_ISL_1163358,hCoV-19/USA/GA-CDC-LC0014914/2021,2021-02-09
EPI_ISL_1089284,hCoV-19/USA/CA-CDC-STM-000007436/2021,2021-01-29
EPI_ISL_1086817,hCoV-19/USA/MO-CDC-21493330/2021,2021-01-27
EPI_ISL_1113812,hCoV-19/USA/MA-CDC-21995460/2021,2021-02-11
EPI_ISL_1087678,hCoV-19/USA/MA-CDC-21643843/2021,2021-02-01
EPI_ISL_831560,hCoV-19/USA/WI-UW-2779/2021,2021-01-04
EPI_ISL_1136102,hCoV-19/USA/NV-NSPHL-LV_286069/2021,2021-01-14
EPI_ISL_1136101,hCoV-19/USA/NV-NSPHL-LV_286067/2021,2021-01-14
EPI_ISL_831592,hCoV-19/USA/WI-UW-2802/2021,2021-01-04
EPI_ISL_876844,hCoV-19/USA/NV-QDX-3558/2020,2020-11-05
EPI_ISL_677617,hCoV-19/USA/WI-UW-2214/2020,2020-10-26
EPI_ISL_1086313,hCoV-19/USA/NC-CDC-21398737/2021,2021-01-24
EPI_ISL_1137519,hCoV-19/USA/NC-UNC-0119/2021,2021-02-12
EPI_ISL_1031917,hCoV-19/USA/NC-CDC-LC0011072/2021,2021-01-27
EPI_ISL_803350,hCoV-19/USA/WI-WSLH-201109/2020,2020-09-17
EPI_ISL_803371,hCoV-19/USA/WI-WSLH-201130/2020,2020-10-13
EPI_ISL_728015,hCoV-19/USA/IL-UW-2246/2020,2020-10-06
EPI_ISL_1095226,hCoV-19/USA/IA-CDC-2-3845917/2021,2021-01-28
EPI_ISL_1094723,hCoV-19/USA/IL-CDC-2-3845331/2021,2021-01-28
EPI_ISL_831536,hCoV-19/USA/WI-UW-2716/2021,2021-01-06
EPI_ISL_1036838,hCoV-19/USA/OH-USAFSAM-S0384/2021,2021-01-28
EPI_ISL_1163274,hCoV-19/USA/FL-CDC-LC0015840/2021,2021-02-10
EPI_ISL_779369,hCoV-19/USA/WI-UW-2539/2020,2020-12-28
EPI_ISL_872799,hCoV-19/USA/WI-UW-2863/2021,2021-01-11
EPI_ISL_1087432,hCoV-19/USA/WA-CDC-21673759/2021,2021-02-03
EPI_ISL_1075077,hCoV-19/USA/TX-HMH-MCoV-20635/2021,2021-01-05
EPI_ISL_660994,hCoV-19/USA/WI-GMF-27861/2020,2020-10-26
EPI_ISL_661129,hCoV-19/USA/WI-GMF-32178/2020,2020-11-08
EPI_ISL_803362,hCoV-19/USA/WI-WSLH-201121/2020,2020-10-08
EPI_ISL_1038578,hCoV-19/USA/WI-CDC-LC0012044/2021,2021-01-28
EPI_ISL_1090773,hCoV-19/USA/IN-CDC-21794046/2021,2021-02-04
EPI_ISL_967450,hCoV-19/USA/IL-CDC-STM-000004160/2021,2021-01-20
EPI_ISL_1079035,hCoV-19/USA/TX-HMH-MCoV-24460/2021,2021-01-17
EPI_ISL_1064317,hCoV-19/USA/WI-UW-3516/2021,2021-02-09
EPI_ISL_906221,hCoV-19/USA/WI-UW-3059/2021,2021-01-18
EPI_ISL_1079448,hCoV-19/USA/TX-HMH-MCoV-24834/2021,2021-01-20
EPI_ISL_1139244,hCoV-19/USA/NJ-CDC-22118018/2021,2021-02-16
EPI_ISL_1139211,hCoV-19/USA/NY-CDC-22118494/2021,2021-02-17
EPI_ISL_1133799,hCoV-19/USA/PA-CDC-STM-000011989/2021,2021-02-09
EPI_ISL_1163204,hCoV-19/USA/NJ-CDC-LC0014704/2021,2021-02-09
EPI_ISL_1038728,hCoV-19/USA/NJ-CDC-LC0011709/2021,2021-01-29
EPI_ISL_1160990,hCoV-19/USA/NJ-CDC-LC0017204/2021,2021-02-12
EPI_ISL_1113865,hCoV-19/USA/TX-CDC-21989291/2021,2021-02-10
EPI_ISL_942445,hCoV-19/USA/WI-GMF-34133/2020,2020-11-13
EPI_ISL_942756,hCoV-19/USA/WI-GMF-44888/2020,2020-12-28
EPI_ISL_942763,hCoV-19/USA/WI-GMF-45098/2020,2020-12-29
EPI_ISL_677477,hCoV-19/USA/WI-UW-2072/2020,2020-10-19
EPI_ISL_541639,hCoV-19/USA/WI-UW-1513/2020,2020-09-16
EPI_ISL_677535,hCoV-19/USA/IL-UW-2130/2020,2020-09-29
EPI_ISL_677540,hCoV-19/USA/WI-UW-2136/2020,2020-10-14
EPI_ISL_677521,hCoV-19/USA/NE-UW-2116/2020,2020-10-03
EPI_ISL_848519,hCoV-19/USA/IL-IDPH-I-000050/2020,2020-10-16
EPI_ISL_708503,hCoV-19/USA/MN-MDH-2165/2020,2020-12-02
EPI_ISL_942772,hCoV-19/USA/WI-GMF-45892/2021,2021-01-01
EPI_ISL_1159767,hCoV-19/USA/WI-WSLH-211314/2021,2021-02-15
EPI_ISL_984104,hCoV-19/USA/WI-WSLH-210313/2021,2021-01-18
EPI_ISL_1095209,hCoV-19/USA/WI-CDC-2-3846002/2021,2021-01-19
EPI_ISL_984134,hCoV-19/USA/WI-WSLH-210349/2021,2021-01-14
EPI_ISL_984086,hCoV-19/USA/WI-WSLH-210294/2021,2021-01-13
EPI_ISL_1139677,hCoV-19/USA/TX-CDC-22055455/2021,2021-02-15
EPI_ISL_541550,hCoV-19/USA/IL-UW-1524/2020,2020-09-14
EPI_ISL_1113190,hCoV-19/USA/WI-GMF-52742/2021,2021-01-30
EPI_ISL_1113189,hCoV-19/USA/WI-GMF-52710/2021,2021-01-30
EPI_ISL_1113225,hCoV-19/USA/WI-GMF-54491/2021,2021-02-16
EPI_ISL_942887,hCoV-19/USA/WI-GMF-51761/2021,2021-01-26
EPI_ISL_677437,hCoV-19/USA/IL-UW-2031/2020,2020-09-30
EPI_ISL_661117,hCoV-19/USA/WI-GMF-31865/2020,2020-11-06
EPI_ISL_660923,hCoV-19/USA/WI-GMF-25355/2020,2020-10-12
EPI_ISL_1171214,hCoV-19/USA/OR-OHSU-8670/2020,2020-12-29
EPI_ISL_942098,hCoV-19/USA/WI-WSLH-201781/2020,2020-12-02
EPI_ISL_728056,hCoV-19/USA/WI-UW-2290/2020,2020-11-12
EPI_ISL_942223,hCoV-19/USA/WI-WSLH-201997/2020,2020-12-11
EPI_ISL_753285,hCoV-19/USA/CA-CHLA-PLM01113476/2020,2020-11-03
EPI_ISL_677571,hCoV-19/USA/WI-UW-2167/2020,2020-10-15
EPI_ISL_904055,hCoV-19/USA/NM-DOH-2021003058/2021,2021-01-04
EPI_ISL_862675,hCoV-19/USA/NMDOH-2021016528/2021,2021-01-11
EPI_ISL_759739,hCoV-19/USA/WI-UW-2464/2020,2020-12-18
EPI_ISL_831582,hCoV-19/USA/WI-UW-2768/2020,2020-12-29
EPI_ISL_754651,hCoV-19/USA/WI-UW-2436/2020,2020-12-16
EPI_ISL_754672,hCoV-19/USA/WI-UW-2413/2020,2020-12-06
EPI_ISL_967159,hCoV-19/USA/GA-CDC-STM-000005025/2021,2021-01-22
EPI_ISL_1157436,hCoV-19/USA/IL-NM-6348/2021,2021-01-14
EPI_ISL_872811,hCoV-19/USA/WI-UW-2876/2021,2021-01-11
EPI_ISL_754663,hCoV-19/USA/WI-UW-2418/2020,2020-12-04
EPI_ISL_754674,hCoV-19/USA/WI-UW-2414/2020,2020-12-07
EPI_ISL_759750,hCoV-19/USA/WI-UW-2476/2020,2020-12-28
EPI_ISL_779327,hCoV-19/USA/WI-UW-2495/2020,2020-12-30
EPI_ISL_779377,hCoV-19/USA/WI-UW-2548/2020,2020-12-29
EPI_ISL_791097,hCoV-19/USA/WI-UW-2579/2021,2021-01-04
EPI_ISL_791141,hCoV-19/USA/WI-UW-2624/2021,2021-01-02
EPI_ISL_831497,hCoV-19/USA/WI-UW-2670/2021,2021-01-04
EPI_ISL_831534,hCoV-19/USA/WI-UW-2713/2021,2021-01-05
EPI_ISL_831578,hCoV-19/USA/WI-UW-2764/2020,2020-12-29
EPI_ISL_906935,hCoV-19/USA/CA-QDX-3590/2021,2021-01-08
EPI_ISL_960396,hCoV-19/USA/WI-UW-3126/2021,2021-01-22
EPI_ISL_984150,hCoV-19/USA/WI-WSLH-210365/2021,2021-01-19
EPI_ISL_984166,hCoV-19/USA/WI-WSLH-210908/2021,2021-01-21
EPI_ISL_984194,hCoV-19/USA/WI-WSLH-210942/2021,2021-01-21
EPI_ISL_1159810,hCoV-19/USA/WI-WSLH-211243/2021,2021-02-09
EPI_ISL_779360,hCoV-19/USA/WI-UW-2529/2020,2020-12-29
EPI_ISL_759729,hCoV-19/USA/WI-UW-2454/2020,2020-12-21
EPI_ISL_791144,hCoV-19/USA/WI-UW-2628/2020,2020-12-31
EPI_ISL_1064392,hCoV-19/USA/MN-MDH-2835/2021,2021-02-02
EPI_ISL_942187,hCoV-19/USA/WI-WSLH-201903/2020,2020-12-04
EPI_ISL_831633,hCoV-19/USA/WI-UW-2776/2021,2021-01-05
EPI_ISL_831637,hCoV-19/USA/WI-UW-2841/2021,2021-01-05
EPI_ISL_754636,hCoV-19/USA/WI-UW-2401/2020,2020-12-14
EPI_ISL_1160936,hCoV-19/USA/WI-CDC-LC0017025/2021,2021-02-10
EPI_ISL_960394,hCoV-19/USA/WI-UW-3162/2020,2020-12-08
EPI_ISL_754637,hCoV-19/USA/WI-UW-2402/2020,2020-12-14
EPI_ISL_788913,hCoV-19/USA/WI-UW-2571/2021,2021-01-04
EPI_ISL_1078583,hCoV-19/USA/TX-HMH-MCoV-24053/2021,2021-01-15
EPI_ISL_677533,hCoV-19/USA/WI-UW-2128/2020,2020-09-18
EPI_ISL_967014,hCoV-19/USA/GA-CDC-STM-000005631/2021,2021-01-26
EPI_ISL_962155,hCoV-19/USA/IL-IDPH-I-000887/2020,2020-10-26
EPI_ISL_848465,hCoV-19/USA/IL-IDPH-I-000227/2020,2020-11-16
EPI_ISL_936765,hCoV-19/USA/IL-NM-5112/2020,2020-12-24
EPI_ISL_1163027,hCoV-19/USA/TN-CDC-LC0014140/2021,2021-02-09
EPI_ISL_677513,hCoV-19/USA/WI-UW-2108/2020,2020-10-05
EPI_ISL_677342,hCoV-19/USA/WI-UW-1933/2020,2020-10-02
EPI_ISL_677348,hCoV-19/USA/WI-UW-1939/2020,2020-10-06
EPI_ISL_677335,hCoV-19/USA/WI-UW-1926/2020,2020-10-05
EPI_ISL_677336,hCoV-19/USA/WI-UW-1927/2020,2020-10-05
EPI_ISL_803419,hCoV-19/USA/WI-WSLH-201180/2020,2020-10-27
EPI_ISL_803505,hCoV-19/USA/WI-WSLH-201266/2020,2020-09-17
EPI_ISL_803481,hCoV-19/USA/WI-WSLH-201241/2020,2020-11-02
EPI_ISL_605407,hCoV-19/USA/WI-UW-1529/2020,2020-09-09
EPI_ISL_677534,hCoV-19/USA/WI-UW-2129/2020,2020-10-01
EPI_ISL_605413,hCoV-19/USA/WI-UW-1535/2020,2020-09-14
EPI_ISL_605449,hCoV-19/USA/WI-UW-1571/2020,2020-09-16
EPI_ISL_605725,hCoV-19/USA/WI-UW-1853/2020,2020-09-16
EPI_ISL_677465,hCoV-19/USA/WI-UW-2060/2020,2020-10-01
EPI_ISL_1075756,hCoV-19/USA/TX-HMH-MCoV-21310/2020,2020-12-29
EPI_ISL_1059165,hCoV-19/USA/MI-UM-10038202583/2021,2021-02-06
EPI_ISL_1158387,hCoV-19/USA/MI-MDHHS-SC23729/2021,2021-02-05
EPI_ISL_1158388,hCoV-19/USA/MI-MDHHS-SC23730/2021,2021-02-05
EPI_ISL_803794,hCoV-19/USA/WI-WSLH-201660/2020,2020-10-13
EPI_ISL_803791,hCoV-19/USA/WI-WSLH-201657/2020,2020-10-13
EPI_ISL_1132758,hCoV-19/USA/MN-MDH-2890/2021,2021-01-28
EPI_ISL_753326,hCoV-19/USA/CA-CHLA-PLM40404799/2020,2020-11-07
EPI_ISL_833430,hCoV-19/USA/CA-LACPHL-AF00164/2021,2021-01-06
EPI_ISL_1089053,hCoV-19/USA/CA-CDC-STM-000009287/2021,2021-02-04
EPI_ISL_979691,hCoV-19/USA/CA-CZB-22896/2020,2020-12-30
EPI_ISL_936737,hCoV-19/USA/IL-NM-5065/2020,2020-12-23
EPI_ISL_936807,hCoV-19/USA/IL-NM-5196/2020,2020-12-26
EPI_ISL_882970,hCoV-19/USA/CA-LACPHL-AF00195/2021,2021-01-12
EPI_ISL_1087625,hCoV-19/USA/NV-CDC-21640298/2021,2021-02-01
EPI_ISL_936633,hCoV-19/USA/IL-NM-4129/2020,2020-12-03
EPI_ISL_942118,hCoV-19/USA/WI-WSLH-201802/2020,2020-12-03
EPI_ISL_942164,hCoV-19/USA/WI-WSLH-201861/2020,2020-12-04
EPI_ISL_886646,hCoV-19/USA/WI-CDC-LC0003310/2021,2021-01-10
EPI_ISL_873238,hCoV-19/USA/MN-MDH-2380/2021,2021-01-06
EPI_ISL_873241,hCoV-19/USA/MN-MDH-2383/2021,2021-01-06
EPI_ISL_903305,hCoV-19/USA/MN-MDH-2496/2021,2021-01-03
EPI_ISL_913581,hCoV-19/USA/MN-MDH-2569/2021,2021-01-05
EPI_ISL_913733,hCoV-19/USA/MN-MDH-2345/2021,2021-01-04
EPI_ISL_1132777,hCoV-19/USA/MN-MDH-2910/2021,2021-01-26
EPI_ISL_819223,hCoV-19/USA/WY-WPHL-21001105/2021,2021-01-04
EPI_ISL_954961,hCoV-19/USA/CO-CDPHE-2100232040/2021,2021-01-15
EPI_ISL_913706,hCoV-19/USA/MN-MDH-2317/2020,2020-12-30
EPI_ISL_1114565,hCoV-19/USA/MN-CDC-22026954/2021,2021-02-12
EPI_ISL_850709,hCoV-19/USA/LA-CDC-STM-A100460/2021,2021-01-06
EPI_ISL_1064528,hCoV-19/USA/MN-MDH-2784/2021,2021-01-18
EPI_ISL_802596,hCoV-19/USA/MN-MDH-2275/2020,2020-12-26
EPI_ISL_876702,hCoV-19/USA/MA-CDC-STM-A100317/2021,2021-01-05
EPI_ISL_605471,hCoV-19/USA/WI-UW-1594/2020,2020-09-18
EPI_ISL_605473,hCoV-19/USA/WI-UW-1596/2020,2020-09-21
EPI_ISL_632897,hCoV-19/USA/WI-UW-1882/2020,2020-09-14
EPI_ISL_541645,hCoV-19/USA/WI-UW-1520/2020,2020-09-14
EPI_ISL_605443,hCoV-19/USA/WI-UW-1565/2020,2020-09-16
EPI_ISL_605602,hCoV-19/USA/WI-UW-1729/2020,2020-09-11
EPI_ISL_677509,hCoV-19/USA/WI-UW-2104/2020,2020-09-28
EPI_ISL_677525,hCoV-19/USA/WI-UW-2120/2020,2020-09-30
EPI_ISL_677378,hCoV-19/USA/WI-UW-1970/2020,2020-09-18
EPI_ISL_605518,hCoV-19/USA/WI-UW-1644/2020,2020-09-11
EPI_ISL_605747,hCoV-19/USA/WI-UW-1875/2020,2020-09-11
EPI_ISL_936717,hCoV-19/USA/IL-NM-5041/2020,2020-12-22
EPI_ISL_677390,hCoV-19/USA/WI-UW-1982/2020,2020-09-29
EPI_ISL_605462,hCoV-19/USA/WI-UW-1585/2020,2020-09-17
EPI_ISL_605437,hCoV-19/USA/WI-UW-1559/2020,2020-09-15
EPI_ISL_873216,hCoV-19/USA/MN-MDH-2357/2020,2020-12-10
EPI_ISL_1064539,hCoV-19/USA/MN-MDH-2804/2021,2021-01-21
EPI_ISL_984142,hCoV-19/USA/WI-WSLH-210357/2021,2021-01-18
EPI_ISL_942047,hCoV-19/USA/WI-WSLH-201719/2020,2020-12-22
EPI_ISL_942179,hCoV-19/USA/WI-WSLH-201895/2020,2020-12-09
EPI_ISL_942287,hCoV-19/USA/WI-WSLH-202071/2020,2020-12-14
EPI_ISL_984141,hCoV-19/USA/WI-WSLH-210356/2021,2021-01-18
EPI_ISL_984192,hCoV-19/USA/WI-WSLH-210938/2021,2021-01-21
EPI_ISL_791143,hCoV-19/USA/WI-UW-2626/2021,2021-01-02
EPI_ISL_1132768,hCoV-19/USA/MN-MDH-2900/2021,2021-02-01
EPI_ISL_1159825,hCoV-19/USA/WI-WSLH-211262/2021,2021-02-11
EPI_ISL_1159838,hCoV-19/USA/WI-WSLH-211277/2021,2021-02-10
EPI_ISL_1159828,hCoV-19/USA/WI-WSLH-211265/2021,2021-02-15
EPI_ISL_1159863,hCoV-19/USA/WI-WSLH-211310/2021,2021-02-15
EPI_ISL_984223,hCoV-19/USA/WI-WSLH-210972/2021,2021-01-29
EPI_ISL_984224,hCoV-19/USA/WI-WSLH-210973/2021,2021-01-29
EPI_ISL_1094465,hCoV-19/USA/WI-CDC-2-3907380/2021,2021-01-29
EPI_ISL_984182,hCoV-19/USA/WI-WSLH-210924/2021,2021-01-29
EPI_ISL_1159860,hCoV-19/USA/WI-WSLH-211307/2021,2021-02-12
EPI_ISL_1026856,hCoV-19/USA/WI-CDC-LC0004139/2021,2021-01-02
EPI_ISL_1029619,hCoV-19/USA/WI-CDC-LC0001744/2020,2020-12-27
EPI_ISL_888145,hCoV-19/USA/WI-CDC-LC00001744/2020,2020-12-27
EPI_ISL_1038307,hCoV-19/USA/WI-CDC-LC0011203/2021,2021-01-27
EPI_ISL_1163379,hCoV-19/USA/IN-CDC-LC0015274/2021,2021-02-09
EPI_ISL_1038433,hCoV-19/USA/WI-CDC-LC0011199/2021,2021-02-01
EPI_ISL_1038699,hCoV-19/USA/WI-CDC-LC0011202/2021,2021-01-27
EPI_ISL_984152,hCoV-19/USA/WI-WSLH-210368/2021,2021-01-20
EPI_ISL_984167,hCoV-19/USA/WI-WSLH-210909/2021,2021-01-22
EPI_ISL_984206,hCoV-19/USA/WI-WSLH-210954/2021,2021-01-28
EPI_ISL_1067877,hCoV-19/USA/WI-WSLH-211034/2021,2021-01-26
EPI_ISL_1017812,hCoV-19/USA/WI-UW-3217/2021,2021-01-27
EPI_ISL_1064270,hCoV-19/USA/WI-UW-3479/2021,2021-01-29
EPI_ISL_1113206,hCoV-19/USA/WI-GMF-54053/2021,2021-02-10
EPI_ISL_942852,hCoV-19/USA/WI-GMF-50051/2021,2021-01-18
EPI_ISL_942811,hCoV-19/USA/WI-GMF-47794/2021,2021-01-08
EPI_ISL_942827,hCoV-19/USA/WI-GMF-49157/2021,2021-01-14
EPI_ISL_942836,hCoV-19/USA/WI-GMF-49344/2021,2021-01-15
EPI_ISL_942854,hCoV-19/USA/WI-GMF-50112/2021,2021-01-18
EPI_ISL_1113186,hCoV-19/USA/WI-GMF-52581/2021,2021-01-29
EPI_ISL_967308,hCoV-19/USA/WI-CDC-STM-000001641/2021,2021-01-13
EPI_ISL_982385,hCoV-19/USA/MN-MDH-2614/2021,2021-01-09
EPI_ISL_983876,hCoV-19/USA/WI-WSLH-202131/2020,2020-12-28
EPI_ISL_1067879,hCoV-19/USA/WI-WSLH-211036/2021,2021-01-26
EPI_ISL_983898,hCoV-19/USA/WI-WSLH-202172/2020,2020-12-28
EPI_ISL_983897,hCoV-19/USA/WI-WSLH-202171/2020,2020-12-29
EPI_ISL_983874,hCoV-19/USA/WI-WSLH-202127/2020,2020-12-28
EPI_ISL_1121613,hCoV-19/USA/MN-MDH-3010/2021,2021-02-09
